id,safe_head,des_vel,max_acc,err_x,err_v
0,2.5941487489442046,22.33689965776435,2.0206441900565544,15196.019427235165,9.337874962082015
1,1.3513863714619887,24.342483222233305,3.0909686628050705,2253.4863903925134,7.873901684891387
2,2.918871846044552,27.45403942539278,2.336914124101105,17010.072992799967,9.774973251000242
3,2.9134512772371974,27.8778093659525,4.947815736755682,16926.886950854674,9.765276688913737
4,1.1821339552439645,37.13371588756536,2.3399974069610474,1047.1900338498942,6.238685319213025
5,2.151057780207954,15.786464562041633,3.547147637984775,14010.053372483071,8.82315026225714
6,0.6801580299814964,32.18575659173551,2.185071660903031,5122.958105566696,13.60481041539273
7,0.6930654666572693,24.005877108288935,3.4138286622277207,6432.730907763758,8.495682856787042
8,2.4002429990748015,27.869687002542648,2.2064412682957917,12763.214773317957,9.274625266735903
9,1.9367485062792318,28.779050951374987,3.237618351614572,8190.012097299603,8.788497723080003
10,0.5873763143498607,29.534530495171715,2.3131453777111908,5266.309331513296,13.650541862719187
11,1.0687846809885828,22.76337882299292,0.6317826251533831,8727.891014037397,11.414754343143917
12,1.083070585883764,14.875238410324094,1.8370118688870536,3825.325488423154,7.7888458897549
13,1.851372614586582,15.670201026412505,0.8379963437557163,11381.56641863644,8.46038968752395
14,0.5868686839061448,17.402807225285045,2.107598305174858,3488.8812144719964,9.056646002638155
15,1.9302448636716774,34.90637036362167,4.659514195304422,7748.60365959585,8.917576878978357
16,0.8699008452759817,34.31981923680825,0.9159578636413932,3954.5308395805982,13.510723232709728
17,1.4367599565745883,16.84561749088757,4.670026445250434,5943.257110431156,7.966734004428357
18,1.9616927520367895,22.017066139274977,4.433455196712613,9426.547229365864,8.573346216049625
19,0.5645243985834911,12.263863591314884,0.5092269798086785,14141.61986550389,9.308433794220996
20,2.485116081288909,12.04338347033815,0.5514584531397639,19871.77015006489,9.65596471434189
21,0.6336135849054967,23.17900781601588,1.516987536555383,1158.324188013971,10.046532776026606
22,0.9270800185939833,15.534057268999018,3.698740423183374,1760.830993269971,7.795049948635719
23,0.7813323910272039,33.734872665519234,2.4723029007377404,5839.409596498403,10.741744666542699
24,0.5326760624651967,34.53986591414321,0.710374987305262,7994.260372012945,14.263895526257564
25,1.3881260769212638,38.94056694713932,3.7026307194507564,1578.3865626330096,7.3437391205674505
26,0.7378600332865516,28.211152177964646,3.5673696212726504,6298.1599619758745,8.847327000929683
27,0.5383454481902077,17.88889372783364,1.2212853668064092,2027.7900321481968,9.905289320638467
28,2.64182121571802,22.601371508933298,3.398250312822315,15519.341754456123,9.387299312974031
29,1.9203378526339052,14.092079295513285,1.4048180310624043,13477.28940210217,8.641420850134205
30,2.364605869667948,34.7056351994218,0.6435953694286212,13158.526799125957,10.429877719694113
31,1.4286660111767677,24.225412294754893,2.3733616122216956,3161.384645975954,8.0772793487712
32,1.1420811250596492,37.451066586236166,1.8387351492216608,1551.1924888268572,7.253779451065276
33,0.8242949013768542,12.412669063499894,2.9192375694623904,5494.716698817862,8.036765717976863
34,2.5964356714181522,18.55014219337301,2.443411002589407,16232.063316987926,9.306304470927167
35,2.5986294772559386,31.52628724590836,2.8409745932145407,14207.712990960448,9.537845131483564
36,1.1734179057189695,20.883075422554672,1.2972796200814372,1187.178519655732,7.315606648567425
37,1.6338550714750497,18.22596023317901,0.9977849604854465,7334.619844254727,8.15146307112932
38,2.454407520894735,20.511540417378534,2.820443250810649,14456.568120418167,9.152667584481804
39,1.9921639086862801,26.190883869472252,2.8818166665942537,9025.227313433526,8.758059116794415
40,1.7901258592082276,19.22062511307239,3.963406260193243,8526.16281369465,8.297705078978261
41,2.762972102281845,21.616021145421314,1.2653838170100502,16675.41920174591,9.52888259784301
42,2.4105328784052267,26.705701020861575,0.7601806674130647,13263.27742080499,9.53432700479293
