id,max_vel,sens,jam_dis,err_x,err_v
37,12.938231327554284,0.5860452056218265,4.6207039470118,5258.120544863586,2.025076395766415
38,34.48514131097375,0.7719013438521423,4.531193910743129,9809.88194923247,4.332021019226002
39,17.281341042712747,0.7606061084395659,4.513319182564231,3612.5888638552997,1.335872483828103
40,17.830609065933686,0.7778277100895411,4.912712822399392,4044.133349693106,1.6377972947714707
41,20.857942401705436,0.6153530229951613,4.591902557267687,2101.606638844119,1.6797799619751528
42,39.10305667392696,0.6408146294495325,5.274180022526506,6586.609315887176,4.0324408478916665
43,24.420478352043375,0.5774291577733566,5.258641654968902,2095.4395242396326,2.18561715953688
44,14.326923468481414,0.7378957927882384,4.933906396252785,1083.156469656473,0.828104497620043
45,28.796611382161483,0.5661147626471499,5.367914237569305,2827.405750266922,2.7278470335812433
46,16.913050833785277,0.6631194111295304,5.293428053651355,368.6932677674577,0.6400252417351029
47,39.61479755349254,0.7673386211309964,4.8267761646468035,10068.811772302324,4.698588748525727
48,39.00362858427317,0.5318543000218189,5.352061512125522,3379.867504203044,3.466259625964453
49,21.661753304956832,0.5453281286767756,4.519436881418305,1281.1030176335994,1.7265935665500645
50,16.27211332707582,0.5397917961606307,5.056814583698388,3665.9031062059553,1.4360279991225613
51,32.52457812839719,0.5972303966133993,5.45516815214815,4337.980373542691,3.287163092941871
52,22.89545226491243,0.6378563674390275,5.236085208902757,3108.778647625162,2.1975735001491548
53,13.258031898897938,0.551594046503312,4.738481633865986,5795.89076104503,2.158549068745208
54,18.767468225039117,0.5427780621151237,5.253045110829101,2322.8567815924384,1.317551656159547
55,36.64093061176989,0.7170572813915391,5.4318149573649315,8105.572477293485,4.242526077960119
56,31.39160198630942,0.577355267652943,4.835483128381949,3964.758766484429,3.0717373848832876
57,29.565290331845073,0.5943984433057979,5.407542432680509,3731.621282808516,2.9614622755285316
58,21.3881188279436,0.6257527312393133,5.1275785032993655,2230.2271256923764,1.8366286652788673
59,21.680452375903595,0.7423551820834192,4.739671266030403,5648.256613033187,2.5039969514923017
60,32.406677775910815,0.5594500121510642,4.525387183535147,3821.7573748599043,3.080664974784829
61,19.819588641753146,0.6618789142133739,5.284356723416446,2249.853639576051,1.6312379174543101
62,28.971515661357383,0.7284533319768145,5.094952100565023,7377.464039210598,3.579071845227207
63,21.080387861661446,0.5209623190088171,5.080251785958466,2079.572220276764,1.692959970745899
64,29.81082442122343,0.5916078956028491,4.526090441820103,4308.2125106840185,2.975053960909502
65,21.37167147050404,0.6827251430246075,5.099232525540803,3721.335992626403,2.1148565248035003
66,20.38173023168535,0.7063423594611107,5.061811986704878,3847.0989728158443,2.005226766252575
67,18.482290348056925,0.5470010473601803,4.956804632449103,2088.1753169061044,1.2608853443393109
68,22.085176836398503,0.7337511685875755,5.221632488236991,5228.405768389202,2.544734908702267
69,24.655860251455337,0.6647099712650304,5.074491101059079,4587.21473544543,2.653322591220253
70,13.221513630208456,0.5904910819662192,5.462900093017932,5319.872682997529,1.8962959377886288
71,36.032361071251394,0.7482109324421176,5.304355238812537,8843.071569695652,4.347176901783684
72,30.873913361955015,0.6452905246498915,5.387312654757641,5426.949634975106,3.370915239083513
73,28.02570304397615,0.6270819093041436,4.845991819564917,4694.60799684676,2.946464675155595
74,15.436615577433187,0.5335894840017585,5.419686057192962,4746.811027671202,1.7113210771468372
75,34.18279493734512,0.5444428751728084,4.778118923274432,3473.674976573697,3.166391125161972
76,18.485589093185155,0.6287924030261847,5.200108531834009,816.4411226744566,1.1326820303041971
77,13.793323176395262,0.7797359502889201,4.931857661634853,1436.9553141408678,0.9403424695978415
78,33.95841349554573,0.6854286578584246,5.000140140474588,7309.3719487732615,3.8667291100838077
79,16.13173900558726,0.5765177772772788,5.163707676435222,2722.1879433673785,1.1171122739042374
80,38.80540294827203,0.6305228548110672,5.177654985803383,6343.276221204353,3.9586989392564806
81,15.314697116351077,0.6212275068225639,4.9347110576977915,2006.0293413276747,1.021692994192284
82,34.1288046796393,0.5936271156027041,4.547631870513975,5135.496140947798,3.4124830455459447
83,36.49021041003746,0.5655429683618745,5.165482232698712,4177.60587152451,3.4583391752888355
84,25.538646632461607,0.5977925291926692,4.997200220897989,3080.5389433885534,2.4450583572315967
85,22.489134646502976,0.5795412302377099,5.279439384976569,1575.8972703756706,1.8827603402023259
86,29.862705567017265,0.6065593379087949,4.68455739533965,4642.882532257677,3.059827849223544
87,27.005928077711296,0.7130905289456122,4.781861830217378,6785.779215520103,3.2613491082018116
88,31.14737650360378,0.7562333931127793,5.124852026209518,8426.013218054157,3.947477426559456
89,21.54627569277006,0.5356470304369333,4.5399381594269705,1372.2377233897626,1.7207524196633917
90,26.71393101374352,0.5542124661930716,5.06817175813577,2225.466931587375,2.4209025389645564
91,12.371692679609847,0.531654931325636,4.623473113285863,7269.705705404653,2.6062700468446884
92,16.58803475353061,0.5403184024874286,5.272367194042118,3599.950405568317,1.3474889236461003
93,32.8867563223796,0.6078647256025048,4.5865606641962655,5331.152389720404,3.3755780871216285
94,22.890320343147877,0.5789934683351581,5.183518854781018,1707.9931178734053,1.9477874651579177
95,15.358938451413113,0.7611146656574475,5.078792449705876,1494.0842664883942,0.5745630316106172
96,28.951145855995016,0.7588736380431887,5.152882511265396,8025.7919799052615,3.721922145611354
97,24.17963342279467,0.6227633853905932,4.53284008680926,3688.541166420985,2.351571007744214
98,26.78527393743755,0.5973022775458795,4.929605884723802,3460.9424430489344,2.6228368738924543
99,28.501601544205908,0.7126059221687949,5.342932486665358,6692.669072889985,3.446366853720299
100,31.270395829855705,0.7583398743990661,5.229501846365573,8408.554710300656,3.969856867674447
101,37.796615730801676,0.67421583457631,4.947735199631952,7578.957280662067,4.11306236613086
102,30.376242129227148,0.6081977731703523,5.042097110909992,4532.384837691458,3.1257947871983878
103,16.15480345285573,0.6233183428013565,4.572695835781963,1117.037074828796,0.658405027720473
104,35.32317706527215,0.5551205077126619,5.1231055688169045,3739.439324189878,3.3147620816881114
105,21.852371160861217,0.5814057562559689,4.891697329684876,1531.9318435458656,1.7783575734338049
106,30.741571028009865,0.6304235096631207,5.05325709664459,5233.629251847235,3.281269337361372
107,18.924679113092946,0.6736485887662962,5.416442089389935,1921.195981226389,1.4373339233728633
108,27.859637553383116,0.7780589942231313,5.0042253787612605,8323.99476587419,3.680669053811993
