id,des_dec,safe_head,jam_dis_0,err_x,err_v
0,2.3446523397685803,2.1259258364752567,1.7042774962440161,9792.068185385153,9.520406879484447
1,1.904129428070802,1.8681715405728203,2.2026967672625446,7597.277627063282,9.3160894162099
2,1.6510990393129537,0.7792962992461321,1.6433655519913417,1108.8964713616194,9.756498235053323
3,1.0109289819747027,2.9926836490416364,2.182448479343023,17364.275938140847,9.972196395846913
4,2.6015113955530174,0.8592847690598335,1.9428139863330016,1846.190715620258,12.369082550978263
5,4.994696253174137,0.7512834385713101,2.403540341223555,5708.299607657864,13.252724182210807
6,2.85557805722912,2.326350584872925,2.167457153445981,12357.255120200205,9.884593079062569
7,4.0363102051642015,1.9819125933184112,2.041148608272496,9746.709350169986,10.05856575815596
8,2.6045747887533888,1.89725259562025,1.892286061659956,8024.979392808035,9.688066834291003
9,2.2251758027190585,0.9218665308593511,1.515354532919365,1590.3535612527023,11.356450243213608
10,4.586035569220323,2.709904240038014,2.4845547596483346,16329.180419688573,10.329606988415119
11,3.776097173615834,1.1138755165649128,2.351430247990815,4270.787792569811,11.830301787845215
12,0.7901868438738937,0.5651071536523797,1.844421872825635,898.7084968054207,10.091593361567675
13,0.6372933380616522,2.5795978591532487,2.3021422735966866,14203.266454695642,9.519084608223093
14,4.9571915452767685,1.2951728360440067,1.752134222520135,3110.123264206389,10.212485431408144
15,1.864630650589364,2.0227212754761026,1.639347945941493,8605.68293144205,9.344957097144654
16,4.837736343862345,1.15610328507822,1.5323054434411816,1232.63262536719,9.280227609560963
17,4.631716417514675,2.490786693757317,1.6088643942198284,13820.691495543324,10.20265782727516
18,2.0494028042133214,1.2500078125862375,1.565569741112075,690.7296978225719,8.11105545467713
19,4.938123225452422,2.981561470055267,1.8490881655176925,17586.387330533864,10.431563514499366
20,1.2880369718597597,1.4734639477347187,1.5596242352316154,2524.464493144855,8.62425322140573
21,1.4912921377145507,2.223794052257506,2.479669807080599,11303.437933364214,9.385244257173792
22,4.03637413434669,0.7068061917508999,2.38736370988074,5353.4900794943405,13.246167895588732
23,0.8109704879587533,1.5751128041564915,1.5041539679812357,3523.641927204422,8.240242555343842
24,1.7413337031261829,1.5456383801248317,1.6845572357454746,3558.871303531152,8.78691054060954
25,1.477883225553832,1.456435357229306,2.3312727068110126,3160.5065410868765,9.067775679152534
26,0.7939682879283825,2.8320819828712978,1.9410358634650766,15940.304669133004,9.786087380511669
27,3.859134351931612,1.3043522952848223,2.3645943063671235,4175.276490919417,10.665068108884716
